	PassengerId	Survived	Pclass	Name	Sex	SibSp	Parch	Ticket	Fare	Embarked	ship
280	281	1	3.0	Dorking, Mr. Edward Arthur	male	0	0	A/5. 10482	8,05	S	Titanic
281	282	0	1.0	Smith, Mr. Richard William	male	0	0	113056	26	S	Titanic
282	283	0	3.0	Stankovic, Mr. Ivan	male	0	0	349239	8,6625	C	Titanic
283	284	1	3.0	de Mulder, Mr. Theodore	male	0	0	345774	9,5	S	Titanic
284	285	0	3.0	Naidenoff, Mr. Penko	male	0	0	349206	7,8958	S	Titanic
285	286	1	2.0	Hosono, Mr. Masabumi	male	0	0	237798	13	S	Titanic
286	287	1	3.0	Connolly, Miss. Kate	female	0	0	370373	7,75	Q	Titanic
287	288	1	1.0	"Barber, Miss. Ellen ""Nellie"""	female	0	0	19877	78,85	S	Titanic
288	289	1	1.0	Bishop, Mrs. Dickinson H (Helen Walton)	female	1	0	11967	91,0792	C	Titanic
289	290	0	2.0	Levy, Mr. Rene Jacques	male	0	0	SC/Paris 2163	12,875	C	Titanic
290	291	0	3.0	Haas, Miss. Aloisia	female	0	0	349236	8,85	S	Titanic
291	292	0	3.0	Mineff, Mr. Ivan	male	0	0	349233	7,8958	S	Titanic
292	293	0	1.0	Lewy, Mr. Ervin G	male	0	0	PC 17612	27,7208	C	Titanic
293	294	0	3.0	Hanna, Mr. Mansour	male	0	0	2693	7,2292	C	Titanic
294	295	0	1.0	Allison, Miss. Helen Loraine	female	1	2	113781	151,55	S	Titanic
295	296	1	1.0	Saalfeld, Mr. Adolphe	male	0	0	19988	30,5	S	Titanic
296	297	1	1.0	Baxter, Mrs. James (Helene DeLaudeniere Chaput)	female	0	1	PC 17558	247,5208	C	Titanic
297	298	1	3.0	"Kelly, Miss. Anna Katherine ""Annie Kate"""	female	0	0	9234	7,75	Q	Titanic
298	299	1	3.0	McCoy, Mr. Bernard	male	2	0	367226	23,25	Q	Titanic
299	300	0	3.0	Johnson, Mr. William Cahoone Jr	male	0	0	LINE	0	S	Titanic
300	301	1	2.0	Keane, Miss. Nora A	female	0	0	226593	12,35	Q	Titanic
301	302	0	3.0	"Williams, Mr. Howard Hugh ""Harry"""	male	0	0	A/5 2466	8,05	S	Titanic
302	303	1	1.0	Allison, Master. Hudson Trevor	male	1	2	113781	151,55	S	Titanic
303	304	1	1.0	Fleming, Miss. Margaret	female	0	0	17421	110,8833	C	Titanic
304	305	1	1.0	Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)	female	1	0	PC 17758	108,9	C	Titanic
305	306	0	2.0	Abelson, Mr. Samuel	male	1	0	P/PP 3381	24	C	Titanic
306	307	1	1.0	Francatelli, Miss. Laura Mabel	female	0	0	PC 17485	56,9292	C	Titanic
307	308	1	1.0	Hays, Miss. Margaret Bechstein	female	0	0	11767	83,1583	C	Titanic
308	309	1	1.0	Ryerson, Miss. Emily Borie	female	2	2	PC 17608	262,375	C	Titanic
309	310	0	2.0	Lahtinen, Mrs. William (Anna Sylfven)	female	1	1	250651	26	S	Titanic
310	311	0	3.0	Hendekovic, Mr. Ignjac	male	0	0	349243	7,8958	S	Titanic
311	312	0	2.0	Hart, Mr. Benjamin	male	1	1	F.C.C. 13529	26,25	S	Titanic
312	313	1	3.0	Nilsson, Miss. Helmina Josefina	female	0	0	347470	7,8542	S	Titanic
313	314	1	2.0	Kantor, Mrs. Sinai (Miriam Sternin)	female	1	0	244367	26	S	Titanic
314	315	0	2.0	Moraweck, Dr. Ernest	male	0	0	29011	14	S	Titanic
315	316	1	1.0	Wick, Miss. Mary Natalie	female	0	2	36928	164,8667	S	Titanic
316	317	1	1.0	Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)	female	1	1	16966	134,5	C	Titanic
317	318	0	3.0	Dennis, Mr. Samuel	male	0	0	A/5 21172	7,25	S	Titanic
318	319	0	3.0	Danoff, Mr. Yoto	male	0	0	349219	7,8958	S	Titanic
319	320	1	2.0	Slayter, Miss. Hilda Mary	female	0	0	234818	12,35	Q	Titanic
320	321	1	2.0	Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)	female	1	1	248738	29	S	Titanic
321	322	0	3.0	Sage, Mr. George John Jr	male	8	2	CA. 2343	69,55	S	Titanic
322	323	1	1.0	Young, Miss. Marie Grice	female	0	0	PC 17760	135,6333	C	Titanic
323	324	0	3.0	Nysveen, Mr. Johan Hansen	male	0	0	345364	6,2375	S	Titanic
324	325	1	2.0	Ball, Mrs. (Ada E Hall)	female	0	0	28551	13	S	Titanic
325	326	1	3.0	Goldsmith, Mrs. Frank John (Emily Alice Brown)	female	1	1	363291	20,525	S	Titnic
326	327	1	1.0	Hippach, Miss. Jean Gertrude	female	0	1	111361	57,9792	C	Titanic
327	328	1	3.0	McCoy, Miss. Agnes	female	2	0	367226	23,25	Q	Titanic
328	329	0	1.0	Partner, Mr. Austen	male	0	0	113043	28,5	S	Titanic
329	330	0	1.0	Graham, Mr. George Edward	male	0	1	PC 17582	153,4625	S	Titanic
330	331	0	3.0	Vander Planke, Mr. Leo Edmondus	male	2	0	345764	18	S	Titanic
331	332	1	1.0	Frauenthal, Mrs. Henry William (Clara Heinsheimer)	female	1	0	PC 17611	133,65	S	Titanic
332	333	0	3.0	Denkoff, Mr. Mitto	male	0	0	349225	7,8958	S	Titanic
333	334	0	1.0	Pears, Mr. Thomas Clinton	male	1	0	113776	66,6	S	Titanic
334	335	1	1.0	Burns, Miss. Elizabeth Margaret	female	0	0	16966	134,5	C	Titanic
335	336	1	3.0	Dahl, Mr. Karl Edwart	male	0	0	7598	8,05	S	Titanic
336	337	0	1.0	Blackwell, Mr. Stephen Weart	male	0	0	113784	35,5	S	Titanic
337	338	1	2.0	Navratil, Master. Edmond Roger	male	1	1	230080	26	S	Titanic
338	339	1	1.0	Fortune, Miss. Alice Elizabeth	female	3	2	19950	263	S	Titanic
339	340	0	2.0	Collander, Mr. Erik Gustaf	male	0	0	248740	13	S	Titanic
340	341	0	2.0	Sedgwick, Mr. Charles Frederick Waddington	male	0	0	244361	13	S	Titanic
341	342	0	2.0	Fox, Mr. Stanley Hubert	male	0	0	229236	13	S	Titanic
342	343	1	2.0	"Brown, Miss. Amelia ""Mildred"""	female	0	0	248733	13	S	Titanic
343	344	1	2.0	Smith, Miss. Marion Elsie	female	0	0	31418	13	S	Titanic
344	345	1	3.0	Davison, Mrs. Thomas Henry (Mary E Finck)	female	1	0	386525	16,1	S	Titanic
345	346	1	3.0	"Coutts, Master. William Loch ""William"""	male	1	1	C.A. 37671	15,9	S	Titanic
346	347	0	3.0	Dimic, Mr. Jovan	male	0	0	315088	8,6625	S	Titanic
347	348	0	3.0	Odahl, Mr. Nils Martin	male	0	0	7267	9,225	S	Titanic
348	349	0	1.0	Williams-Lambert, Mr. Fletcher Fellows	male	0	0	113510	35	S	Titanic
349	350	0	3.0	Elias, Mr. Tannous	male	1	1	2695	7,2292	C	Titanic
350	351	0	3.0	Arnold-Franchi, Mr. Josef	male	1	0	349237	17,8	S	Titanic
351	352	0	3.0	Yousif, Mr. Wazli	male	0	0	2647	7,225	C	Titanic
352	353	0	3.0	Vanden Steen, Mr. Leo Peter	male	0	0	345783	9,5	S	Titanic
353	354	1	1.0	Bowerman, Miss. Elsie Edith	female	0	1	113505	55	S	Titanic
354	355	0	2.0	Funk, Miss. Annie Clemmer	female	0	0	237671	13	S	Titanic
355	356	1	3.0	McGovern, Miss. Mary	female	0	0	330931	7,8792	Q	Titanic
356	357	1	3.0	"Mockler, Miss. Helen Mary ""Ellie"""	female	0	0	330980	7,8792	Q	Titanic
357	358	0	3.0	Skoog, Mr. Wilhelm	male	1	4	347088	27,9	S	Titanic
358	359	0	2.0	del Carlo, Mr. Sebastiano	male	1	0	SC/PARIS 2167	27,7208	C	Titanic
359	360	0	3.0	Barbara, Mrs. (Catherine David)	female	0	1	2691	14,4542	C	Titanic
360	361	0	3.0	Asim, Mr. Adola	male	0	0	SOTON/O.Q. 3101310	07.maj	S	Titanic
361	362	0	3.0	O'Brien, Mr. Thomas	male	1	0	370365	15,5	Q	Titanic
362	363	0	3.0	Adahl, Mr. Mauritz Nils Martin	male	0	0	C 7076	7,25	S	Titanic
363	364	1	1.0	Warren, Mrs. Frank Manley (Anna Sophia Atkinson)	female	1	0	110813	75,25	C	Titanic
364	365	1	3.0	Moussa, Mrs. (Mantoura Boulos)	female	0	0	2626	7,2292	C	Titanic
365	366	1	3.0	Jermyn, Miss. Annie	female	0	0	14313	7,75	Q	Titanic
366	367	1	1.0	Aubart, Mme. Leontine Pauline	female	0	0	PC 17477	69,3	C	Titanic
367	368	1	1.0	Harder, Mr. George Achilles	male	1	0	11765	55,4417	C	Titanic
368	369	0	3.0	Wiklund, Mr. Jakob Alfred	male	1	0	3101267	6,4958	S	Titanic
369	370	0	3.0	Beavan, Mr. William Thomas	male	0	0	323951	8,05	S	Titanic
370	371	0	1.0	Ringhini, Mr. Sante	male	0	0	PC 17760	135,6333	C	Titanic
371	372	0	3.0	Palsson, Miss. Stina Viola	female	3	1	349909	21,075	S	Titanic
372	373	1	1.0	Meyer, Mrs. Edgar Joseph (Leila Saks)	female	1	0	PC 17604	82,1708	C	Titanic
373	374	1	3.0	Landergren, Miss. Aurora Adelia	female	0	no	C 7077	7,25	S	Titanic
374	375	0	1.0	Widener, Mr. Harry Elkins	male	0	2	113503	211,5	C	Titanic
375	376	0	3.0	Betros, Mr. Tannous	male	0	0	2648	4,0125	C	Titanic
376	377	0	3.0	Gustafsson, Mr. Karl Gideon	male	0	0	347069	7,775	S	Titanic
377	378	1	1.0	Bidois, Miss. Rosalie	female	0	0	PC 17757	227,525	C	Titanic
378	379	1	3.0	"Nakid, Miss. Maria (""Mary"")"	female	0	2	2653	15.7417	C	Titanic
379	380	0	3.0	Tikkanen, Mr. Juho	male	0	0	STON/O 2. 3101293	7,925	S	Titanic
380	381	1	1.0	Holverson, Mrs. Alexander Oskar (Mary Aline Towner)	female	1	0	113789	52	S	Titanic
381	382	0	3.0	Plotcharsky, Mr. Vasil	male	0	0	349227	7,8958	S	Titanic
382	383	0	2.0	Davies, Mr. Charles Henry	male	0	0	S.O.C. 14879	73,5	S	Titanic
383	384	0	3.0	Goodwin, Master. Sidney Leonard	male	5	2	CA 2144	46,9	S	Titanic
384	385	1	2.0	Buss, Miss. Kate	female	0	0	27849	13	S	Titanic
385	386	0	3.0	Sadlier, Mr. Matthew	male	0	0	367655	7,7292	Q	Titanic
386	387	1	2.0	Lehmann, Miss. Bertha	female	0	0	SC 1748	12	C	Titanic
387	388	1	1.0	Carter, Mr. William Ernest	male	1	2	113760	120	S	Titanic
388	389	1	3.0	Jansson, Mr. Carl Olof	male	0	0	350034	7,7958	S	Titanic
389	390	0	3.0	Gustafsson, Mr. Johan Birger	male	2	0	3101277	7,925	S	Titanic
390	391	1	1.0	Newell, Miss. Marjorie	female	1	0	35273	113,275	C	Titanic
391	392	1	3.0	Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)	female	0	2	PP 9549	16,7	S	Titanic
392	393	0	3.0	Johansson, Mr. Erik	male	0	0	350052	7,7958	S	Titanic
393	394	0	3.0	Olsson, Miss. Elina	female	0	0	350407	7,8542	S	Titanic
394	395	0	2.0	McKane, Mr. Peter David	male	0	0	28403	26	S	Titanic
395	396	0	2.0	Pain, Dr. Alfred	male	0	0	244278	10,5	S	Titanic
396	397	1	2.0	Trout, Mrs. William H (Jessie L)	female	0	0	240929	12,65	S	Titanic
397	398	1	3.0	Niskanen, Mr. Juha	male	0	0	STON/O 2. 3101289	7,925	S	Titanic
398	399	0	3.0	Adams, Mr. John	male	0	0	341826	8,05	S	Titanic
399	400	0	3.0	Jussila, Miss. Mari Aina	female	1	0	4137	9,825	S	Titanic
400	401	0	3.0	Hakkarainen, Mr. Pekka Pietari	male	1	0	STON/O2. 3101279	15,85	S	Titanic
401	402	0	3.0	Oreskovic, Miss. Marija	female	0	0	315096	8,6625	S	Titanic
402	403	0	2.0	Gale, Mr. Shadrach	male	1	0	28664	21	S	Titanic
403	404	0	3.0	Widegren, Mr. Carl/Charles Peter	male	0	0	347064	7,75	S	Titanic
404	405	1	2.0	Richards, Master. William Rowe	male	1	1	29106	18,75	S	Titanic
405	406	0	3.0	Birkeland, Mr. Hans Martin Monsen	male	0	0	312992	7,775	S	Titanic
406	407	0	3.0	Lefebre, Miss. Ida	female	3	1	4133	25,4667	S	Titanic
407	408	0	3.0	Sdycoff, Mr. Todor	male	0	0	349222	7,8958	S	Titanic
408	409	0	3.0	Hart, Mr. Henry	male	0	0	394140	6,8583	Q	Titanic
409	410	1	1.0	Minahan, Miss. Daisy E	female	1	0	19928	90	Q	Titanic
410	411	0	2.0	Cunningham, Mr. Alfred Fleming	male	0	0	239853	0	S	Titanic
411	412	1	3.0	Sundman, Mr. Johan Julian	male	0	0	STON/O 2. 3101269	7,925	S	Titanic
412	413	0	3.0	Meek, Mrs. Thomas (Annie Louise Rowley)	female	0	0	343095	8,05	S	Titanic
413	414	1	2.0	Drew, Mrs. James Vivian (Lulu Thorne Christian)	female	1	1	28220	32,5	S	Titanic
414	415	1	2.0	Silven, Miss. Lyyli Karoliina	female	0	2	250652	13	S	Titanic
415	416	0	2.0	Matthews, Mr. William John	male	0	0	28228	13	S	Titanic
416	417	0	3.0	Van Impe, Miss. Catharina	female	0	2	345773	24,15	S	Titanic
417	418	0	3.0	Gheorgheff, Mr. Stanio	male	0	0	349254	7,8958	C	Titanic
418	419	0	3.0	Charters, Mr. David	male	0	0	A/5. 13032	7,7333	Q	Titanic
419	420	0	3.0	Zimmerman, Mr. Leo	male	0	0	315082	7,875	S	Titanic
420	421	0	3.0	Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)	female	1	1	347080	14,4	S	Titanic
421	422	0	3.0	Rosblom, Mr. Viktor Richard	male	1	1	370129	20,2125	S	Titanic
422	423	0	3.0	Wiseman, Mr. Phillippe	male	0	0	A/4. 34244	7,25	S	Titanic
423	424	1	2.0	Clarke, Mrs. Charles V (Ada Maria Winfield)	female	1	0	2003	26	S	Titanic
424	425	1	2.0	"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")"	female	0	0	250655	26	S	Titanic
425	426	0	3.0	Flynn, Mr. James	male	0	0	364851	7,75	Q	Titanic
426	427	1	3.0	Pickard, Mr. Berk (Berk Trembisky)	male	0	0	SOTON/O.Q. 392078	8,05	S	Titanic
427	428	1	1.0	Bjornstrom-Steffansson, Mr. Mauritz Hakan	male	0	0	110564	26,55	S	Titanic
428	429	1	3.0	Thorneycroft, Mrs. Percival (Florence Kate White)	female	1	0	376564	16,1	S	Titanic
429	430	1	2.0	Louch, Mrs. Charles Alexander (Alice Adelaide Slow)	female	1	0	SC/AH 3085	26	S	Titanic
430	431	0	3.0	Kallio, Mr. Nikolai Erland	male	0	0	STON/O 2. 3101274	7,125	S	Titanic
431	432	0	1.0	Silvey, Mr. William Baird	male	1	0	13507	55,9	S	Titanic
432	433	1	1.0	Carter, Miss. Lucile Polk	female	1	2	113760	120	S	Titanic
433	434	0	3.0	"Ford, Miss. Doolina Margaret ""Daisy"""	female	2	2	W./C. 6608	34,375	S	Titanic
434	435	1	2.0	Richards, Mrs. Sidney (Emily Hocking)	female	2	3	29106	18,75	S	Titanic
435	436	0	1.0	Fortune, Mr. Mark	male	1	4	19950	263	S	Titanic
436	437	0	2.0	Kvillner, Mr. Johan Henrik Johannesson	male	0	0	C.A. 18723	10,5	S	Titanic
437	438	1	2.0	Hart, Mrs. Benjamin (Esther Ada Bloomfield)	female	1	1	F.C.C. 13529	26,25	S	Titanic
438	439	0	3.0	Hampe, Mr. Leon	male	0	0	345769	9,5	S	Titanic
439	440	0	3.0	Petterson, Mr. Johan Emil	male	1	0	347076	7,775	S	Titanic
440	441	1	2.0	Reynaldo, Ms. Encarnacion	female	0	0	230434	13	S	Titanic
441	442	1	3.0	Johannesen-Bratthammer, Mr. Bernt	male	0	0	65306	8,1125	S	Titanic
442	443	1	1.0	Dodge, Master. Washington	male	0	2	33638	81,8583	S	Titanic
443	444	1	2.0	Mellinger, Miss. Madeleine Violet	female	0	1	250644	19,5	S	Titanic
444	445	1	1.0	Seward, Mr. Frederic Kimber	male	0	0	113794	26,55	S	Titanic
445	446	1	3.0	Baclini, Miss. Marie Catherine	female	2	1	2666	19,2583	C	Titanic
446	447	1	1.0	Peuchen, Major. Arthur Godfrey	male	0	0	113786	30,5	S	Titanic
447	448	0	2.0	West, Mr. Edwy Arthur	male	1	2	C.A. 34651	27,75	S	Titanic
448	449	0	3.0	Hagland, Mr. Ingvald Olai Olsen	male	1	0	65303	19,9667	S	Titanic
449	450	0	1.0	Foreman, Mr. Benjamin Laventall	male	0	0	113051	27,75	C	Titanic
450	451	1	1.0	Goldenberg, Mr. Samuel L	male	1	0	17453	89,1042	C	Titanic
451	452	0	3.0	Peduzzi, Mr. Joseph	male	0	0	A/5 2817	8,05	S	Titanic
452	453	1	3.0	Jalsevac, Mr. Ivan	male	0	0	349240	7,8958	C	Titanic
453	454	0	1.0	Millet, Mr. Francis Davis	male	0	0	13509	26,55	S	Titanic
454	455	1	1.0	Kenyon, Mrs. Frederick R (Marion)	female	1	0	17464	51,8625	S	Titanic
455	456	1	2.0	Toomey, Miss. Ellen	female	0	0	F.C.C. 13531	10,5	S	Titanic
456	457	0	3.0	O'Connor, Mr. Maurice	male	0	0	371060	7,75	Q	Titanic
457	458	1	1.0	Anderson, Mr. Harry	male	0	0	19952	26,55	S	Titanic
458	459	0	3.0	Morley, Mr. William	male	0	0	364506	8,05	S	Titanic
459	460	0	1.0	Gee, Mr. Arthur H	male	70	0	111320	38,5	S	Titanic
460	461	0	2.0	Milling, Mr. Jacob Christian	male	0	0	234360	13	S	Titanic
461	462	0	3.0	Maisner, Mr. Simon	male	0	0	A/S 2816	8,05	S	Titanic
462	463	0	3.0	Goncalves, Mr. Manuel Estanslas	male	0	0	SOTON/O.Q. 3101306	7,05	S	Titanic
463	464	0	2.0	Campbell, Mr. William	male	0	0	239853	0	S	Titanic
464	465	0	1.0	Smart, Mr. John Montgomery	male	0	0	113792	26,55	S	Titanic
465	466	0	3.0	Scanlan, Mr. James	male	0	0	36209	7,725	Q	Titanic
466	467	1	3.0	Baclini, Miss. Helene Barbara	female	2	1	2666	19,2583	C	Titanic
467	468	0	3.0	Keefe, Mr. Arthur	male	0	0	323592	7,25	S	Titanic
468	469	0	3.0	Cacic, Mr. Luka	male	0	0	315089	8,6625	S	Titanic
469	470	1	2.0	West, Mrs. Edwy Arthur (Ada Mary Worth)	female	1	2	C.A. 34651	27,75	S	Titanic
470	471	1	2.0	Jerwan, Mrs. Amin S (Marie Marthe Thuillard)	female	0	0	SC/AH Basle 541	13,7917	C	Titanic
471	472	0	3.0	Strandberg, Miss. Ida Sofia	female	0	0	7553	9,8375	S	Titanic
472	473	0	1.0	Clifford, Mr. George Quincy	male	0	0	110465	52	S	Titanic
473	474	0	2.0	Renouf, Mr. Peter Henry	male	1	0	31027	21	S	Titanic
474	475	0	3.0	Braund, Mr. Lewis Richard	male	1	0	3460	7,0458	S	Titanic
475	476	0	3.0	Karlsson, Mr. Nils August	male	0	0	350060	7,5208	S	Titanic
476	477	1	3.0	Hirvonen, Miss. Hildur E	female	0	1	3101298	12,2875	S	Titanic
477	478	0	3.0	Goodwin, Master. Harold Victor	male	5	2	CA 2144	46,9	S	Titanic
478	479	0	2.0	"Frost, Mr. Anthony Wood ""Archie"""	male	0	0	239854	0	S	Titanic
479	480	0	3.0	Rouse, Mr. Richard Henry	male	0	0	A/5 3594	8,05	S	Titanic
480	481	1	3.0	Turkula, Mrs. (Hedwig)	female	0	0	4134	9,5875	S	Titanic
481	482	1	1.0	Bishop, Mr. Dickinson H	male	1	0	11967	91,0792	C	Titanic
482	483	0	3.0	Lefebre, Miss. Jeannie	female	3	1	4133	25,4667	S	Titanic
483	484	1	1.0	Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)	female	1	0	19943	90	S	Titanic
484	485	0	1.0	Kent, Mr. Edward Austin	male	0	0	11771	29,7	C	Titanic
485	486	0	3.0	Somerton, Mr. Francis William	male	0	0	A.5. 18509	8,05	S	Titanic
486	487	0	3.0	Hagland, Mr. Konrad Mathias Reiersen	male	1	0	65304	19,9667	S	Titanic
487	488	0	3.0	Windelov, Mr. Einar	male	0	0	SOTON/OQ 3101317	7,25	S	Titanic
488	489	0	1.0	Molson, Mr. Harry Markland	male	0	0	113787	30,5	S	Titanic
489	490	0	1.0	Artagaveytia, Mr. Ramon	male	0	0	PC 17609	49,5042	C	Titanic
490	491	0	3.0	Stanley, Mr. Edward Roland	male	0	0	A/4 45380	8,05	S	Titanic
491	492	0	3.0	Yousseff, Mr. Gerious	male	0	0	2627	14,4583	C	Titanic
492	493	1	1.0	Eustis, Miss. Elizabeth Mussey	female	1	0	36947	78,2667	C	Titanic
493	494	0	3.0	Shellard, Mr. Frederick William	male	0	0	C.A. 6212	15,1	S	Titanic
494	495	0	1.0	Allison, Mrs. Hudson J C (Bessie Waldo Daniels)	female	1	2	113781	151,55	S	Titanic
495	496	0	3.0	Svensson, Mr. Olof	male	0	0	350035	7,7958	S	Titanic
496	497	0	3.0	Calic, Mr. Petar	male	0	0	315086	8,6625	S	Titanic
497	498	0	3.0	Canavan, Miss. Mary	female	0	0	364846	7,75	Q	Titanic
498	499	0	3.0	O'Sullivan, Miss. Bridget Mary	female	0	0	330909	7,6292	Q	Titanic
499	500	0	3.0	Laitinen, Miss. Kristina Sofia	female	0	0	4135	9,5875	S	Titanic
500	501	1	1.0	Maioni, Miss. Roberta	female	0	0	110152	86,5	S	Titanic
501	502	0	1.0	Penasco y Castellana, Mr. Victor de Satode	male	1	0	PC 17758	108,9	C	Titanic
502	503	1	2.0	Quick, Mrs. Frederick Charles (Jane Richards)	female	0	2	26360	26	S	Titanic
503	504	1	1.0	"Bradley, Mr. George (""George Arthur Brayton"")"	male	0	0	111427	26,55	S	Titanic
504	505	0	3.0	Olsen, Mr. Henry Margido	male	0	0	C 4001	22,525	S	Titanic
505	506	1	3.0	Lang, Mr. Fang	male	0	0	1601	56,4958	S	Titanic
506	507	1	3.0	Daly, Mr. Eugene Patrick	male	0	0	382651	7,75	Q	Titanic
507	508	0	3.0	Webber, Mr. James	male	0	0	SOTON/OQ 3101316	8,05	S	Titanic
508	509	1	1.0	McGough, Mr. James Robert	male	0	0	PC 17473	26,2875	S	Titanic
509	510	1	1.0	Rothschild, Mrs. Martin (Elizabeth L. Barrett)	female	1	0	PC 17603	59,4	C	Titanic
510	511	0	3.0	Coleff, Mr. Satio	male	0	0	349209	7,4958	S	Titanic
511	512	0	1.0	Walker, Mr. William Anderson	male	0	0	36967	34,0208	S	Titanic
512	513	1	2.0	Lemore, Mrs. (Amelia Milley)	female	0	0	C.A. 34260	10,5	S	Titanic
513	514	0	3.0	Ryan, Mr. Patrick	male	0	0	371110	24,15	Q	Titanic
514	515	1	2.0	"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)"	female	1	0	226875	26	S	Titanic
515	516	0	3.0	Pavlovic, Mr. Stefo	male	0	0	349242	7,8958	S	Titanic
516	517	0	3.0	Vovk, Mr. Janko	male	0	0	349252	7,8958	S	Titanic
517	518	0	3.0	Lahoud, Mr. Sarkis	male	0	0	2624	7,225	C	Titanic
518	519	1	1.0	Hippach, Mrs. Louis Albert (Ida Sophia Fischer)	female	0	1	111361	57,9792	C	Titanic
519	520	0	3.0	Kassem, Mr. Fared	male	0	0	2700	7,2292	C	Titanic
520	521	0	3.0	Farrell, Mr. James	male	0	0	367232	7,75	Q	Titanic
521	522	1	2.0	Ridsdale, Miss. Lucy	female	0	0	W./C. 14258	10,5	S	Titanic
522	523	0	1.0	Farthing, Mr. John	male	0	0	PC 17483	221,7792	S	Titanic
523	524	0	3.0	Salonen, Mr. Johan Werner	male	0	0	3101296	7,925	S	Titanic
524	525	0	2.0	Hocking, Mr. Richard George	male	2	1	29104	11,5	S	Titanic
525	526	1	2.0	Quick, Miss. Phyllis May	female	1	1	26360	26	S	Titanic
526	527	0	3.0	Toufik, Mr. Nakli	male	0	0	2641	7,2292	C	Titanic
527	528	0	3.0	Elias, Mr. Joseph Jr	male	1	1	2690	7,2292	C	Titanic
528	529	1	3.0	Peter, Mrs. Catherine (Catherine Rizk)	female	0	2	2668	22,3583	C	Titanic
529	530	0	3.0	Cacic, Miss. Marija	female	0	0	315084	8,6625	S	Titanic
530	531	1	2.0	Hart, Miss. Eva Miriam	female	0	2	F.C.C. 13529	26,25	S	Titanic
531	532	0	1.0	Butt, Major. Archibald Willingham	male	0	0	113050	26,55	S	Titanic
532	533	1	1.0	LeRoy, Miss. Bertha	female	0	0	PC 17761	106,425	C	Titanic
533	534	0	3.0	Risien, Mr. Samuel Beard	male	0	0	364498	14,5	S	Titanic
534	535	1	1.0	Frolicher, Miss. Hedwig Margaritha	female	0	2	13568	49,5	C	Titanic
535	536	1	1.0	Crosby, Miss. Harriet R	female	0	2	WE/P 5735	71	S	Titanic
536	537	0	3.0	Andersson, Miss. Ingeborg Constanzia	female	4	2	347082	31,275	S	Titanic
537	538	0	3.0	Andersson, Miss. Sigrid Elisabeth	female	4	2	347082	31,275	S	Titanic
538	539	1	2.0	Beane, Mr. Edward	male	1	0	2908	26	S	Titanic
539	540	0	1.0	Douglas, Mr. Walter Donald	male	1	0	PC 17761	106,425	C	Titanic
540	541	0	1.0	Nicholson, Mr. Arthur Ernest	male	0	0	693	26	S	Titanic
541	542	1	2.0	Beane, Mrs. Edward (Ethel Clarke)	female	1	0	2908	26	S	Titanic
542	543	1	2.0	Padro y Manent, Mr. Julian	male	0	0	SC/PARIS 2146	13,8625	C	Titanic
543	544	0	3.0	Goldsmith, Mr. Frank John	male	1	1	363291	20,525	S	Titanic
544	545	1	2.0	Davies, Master. John Morgan Jr	male	1	1	C.A. 33112	36,75	S	Titanic
545	546	1	1.0	Thayer, Mr. John Borland Jr	male	0	2	17421	110,8833	C	Titanic
546	547	0	2.0	Sharp, Mr. Percival James R	male	0	0	244358	26	S	Titanic
547	548	0	3.0	O'Brien, Mr. Timothy	male	0	0	330979	7,8292	Q	Titanic
548	549	1	3.0	"Leeni, Mr. Fahim (""Philip Zenni"")"	male	0	0	2620	7,225	C	Titanic
549	550	1	3.0	Ohman, Miss. Velin	female	0	0	347085	7,775	S	Titanic
550	551	0	1.0	Wright, Mr. George	male	0	0	113807	26,55	S	Titanic
551	552	1	1.0	"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")"	female	1	0	11755	39,6	C	Titanic
552	553	0	1.0	Robbins, Mr. Victor	male	0	0	PC 17757	227,525	C	Titanic
553	554	1	1.0	Taussig, Mrs. Emil (Tillie Mandelbaum)	female	1	1	110413	79,65	S	Titanic
554	555	1	3.0	de Messemaeker, Mrs. Guillaume Joseph (Emma)	female	1	0	345572	17,4	S	Titanic
555	556	0	3.0	Morrow, Mr. Thomas Rowan	male	0	0	372622	7,75	Q	Titanic
556	557	0	3.0	Sivic, Mr. Husein	male	0	0	349251	7,8958	S	Titanic
557	558	0	2.0	Norman, Mr. Robert Douglas	male	0	0	218629	13,5	S	Titanic
558	559	0	3.0	Simmons, Mr. John	male	0	0	SOTON/OQ 392082	8,05	S	Titanic
559	560	0	3.0	Meanwell, Miss. (Marion Ogden)	female	0	0	SOTON/O.Q. 392087	8,05	S	Titanic
560	561	0	3.0	Davies, Mr. Alfred J	male	2	0	A/4 48871	24,15	S	Titanic
561	562	0	3.0	Stoytcheff, Mr. Ilia	male	0	0	349205	7,8958	S	Titanic
